,Open,High,Low,Close,Volume,SHigh,encoded_stock
0,16.870977792356477,17.03571458368278,16.832217172907097,16.9969539642334,5052400,0.019627450197248125,5
1,16.92912112199141,17.006644215946807,16.870979263598954,16.90005111694336,4702200,0.019593806417445757,5
2,17.09385695824449,17.13261942717204,16.958192013590565,17.035715103149414,5435700,0.019739600316770054,5
3,16.851597923979355,16.929121017456055,16.75469544335574,16.929121017456055,2743400,0.019504087104525926,5
4,16.803146317634415,16.88066940942238,16.735313843356984,16.832218170166016,3757400,0.019448012986490657,5
5,16.83221880882055,17.122929951981625,16.803146955185895,17.08416748046875,6783900,0.019728386472739338,5
6,17.1907618635361,17.200452481095653,17.055096914294953,17.074478149414062,6039100,0.01981810501097467,5
7,17.064786998829273,17.14231008858794,16.929120205529422,17.006643295288086,5541400,0.019750815533645775,5
8,16.929121708942894,17.20045347134233,16.8903610847695,17.181072235107422,4766000,0.01981810615700906,5
9,17.28766474347399,17.326425362170774,17.093856105101597,17.142309188842773,5588600,0.01996389621356469,5
10,17.045405956516205,17.16168966831727,16.85159730578607,16.919429779052734,5016100,0.019773243950066157,5
11,17.248902276481047,17.307045976970457,17.11323733859807,17.142309188842773,6891300,0.019941468022277038,5
12,17.122928662969567,17.161689283268178,17.03571495692741,17.093856811523438,3340000,0.019773243504440322,5
13,17.336116790771484,17.37487925957968,17.19076122933325,17.336116790771484,4581100,0.02001997298114457,5
14,17.25859282873349,17.33611591413351,16.783763699621357,16.8709774017334,8516800,0.01997511130376784,5
15,16.958192057300018,17.01633391254495,16.803145877782686,17.006643295288086,5521000,0.01960502051771654,5
16,16.851597923979355,16.929121017456055,16.75469544335574,16.929121017456055,9025600,0.019504087104525926,5
17,17.442712625494863,17.89816056755166,17.40395015470041,17.801258087158203,14029200,0.020625578017173067,5
18,18.34391904206301,18.392370280415754,18.053206067057744,18.091968536376953,8252300,0.02119753785293452,5
19,18.111350095582935,18.266396279045587,17.97568329883089,18.21794319152832,4898200,0.02105174535380226,5
20,18.10165891952112,18.363300039152065,18.10165891952112,18.208253860473633,5257800,0.021163894219501322,5
21,17.956303498917674,18.101659061532015,17.849708557128906,17.849708557128906,6181000,0.020861091326938218,5
22,17.927231022916985,17.985372876279186,17.617138673923648,17.840017318725586,7763900,0.020726510751754693,5
23,18.121042098790447,18.305158300546402,18.062898389323518,18.179183959960938,7018100,0.021096605498947738,5
24,18.06289654797724,18.091968399747095,17.801257275233535,17.878780364990234,3866200,0.020849876109635422,5
25,18.06289620960373,18.101658677904062,17.878780030065787,18.02413558959961,4338000,0.0208610908829571,5
26,18.03382562715333,18.101658096202886,17.9563025413401,17.98537254333496,3308700,0.020861090209741456,5
27,17.927231066165387,17.95630291706472,17.752803657361792,17.810945510864258,2864800,0.0206928674447433,5
28,17.675281242415235,17.7140437117558,17.462093205930927,17.520235061645508,8963600,0.02041249550612401,5
29,17.01633540250201,17.500855217992466,17.006644784396627,17.481475830078125,12408800,0.020165767745205558,5
30,17.636519995834604,17.70435246647843,17.452401969589797,17.510543823242188,6707600,0.02040127961353249,5
31,17.684971189025305,17.752803659502394,17.510543780200678,17.539615631103516,10479200,0.02045735325126784,5
32,17.539616851598176,17.84970922295477,17.529926233956242,17.8303279876709,7538600,0.020569504204019012,5
33,17.78187517526644,17.849707644465077,17.646208388573005,17.68497085571289,6106100,0.020569502377197967,5
34,17.714043039928143,17.743113042534784,17.423330075788364,17.539615631103516,13572600,0.02044613808583311,5
35,18.062896348882287,18.54741611659519,18.05320573173248,18.237323760986328,17927300,0.02137697582974554,5
36,18.809057474986336,19.438932811398825,18.809057474986336,18.993175506591797,21182400,0.022408747826664393,5
37,18.789675855786445,18.96410326654754,18.61524844502535,18.867198944091797,13410000,0.02185921708815681,5
38,18.954413184619092,19.099768748258473,18.86719947677621,18.935033798217773,11273100,0.02201622575192466,5
39,19.20636429872631,19.342029249311018,19.041627495175025,19.216054916381836,9891800,0.02229659919013672,5
40,19.18698333789826,19.40986385057116,19.119150861635514,19.37110137939453,7921000,0.02237510567510814,5
41,19.312957908913457,19.380790379514366,19.225744204341947,19.25481605529785,5823300,0.02234145830376392,5
42,19.090080069211744,19.33233995918501,19.002866360957665,19.17729377746582,8984900,0.022285385560285132,5
43,19.477696326833904,19.555219420890804,19.34202952601206,19.37110137939453,10476100,0.022543328892829274,5
44,19.38079242027824,19.535838611776754,19.24512746479114,19.468006134033203,7290500,0.022520899053614752,5
45,19.535837026815198,19.739336291832153,19.497076406233454,19.593978881835938,5696300,0.022756411421406542,5
46,19.526147176664864,19.545528411865234,19.448624084159697,19.545528411865234,5283800,0.02253211327365719,5
47,19.409863332466102,19.448623954311742,19.245126530955442,19.332340240478516,6409700,0.022419963600787265,5
48,19.419554145041165,19.52614724240947,19.23543610661035,19.245126724243164,6594300,0.02250968301741123,5
49,19.245126004583764,19.593978984838305,19.216054152772447,19.564908981323242,8251300,0.022588186193793925,5
50,19.700574209516645,19.85562039147841,19.57459987978382,19.719955444335938,6117900,0.022890989582871432,5
51,19.69088430253515,19.71995615581297,19.57460058601656,19.6715030670166,3604800,0.022733982361179603,5
52,20.010665373656995,20.097879076818433,19.865309817819984,19.971904754638672,7549400,0.023171360919719216,5
53,19.681194062470073,19.845930870946432,19.506766636048475,19.7974796295166,5739100,0.02287977568636592,5
54,19.79747825092502,19.87500134079228,19.545527746782362,19.564908981323242,6885700,0.022913419584342308,5
55,19.526146703618704,19.623051028976608,19.4292423782608,19.47769546508789,5895300,0.022621831913733802,5
56,19.468005364187732,19.61336093193258,19.468005364187732,19.516456604003906,4253200,0.02261061735001814,5
57,19.303268581743723,19.390482292142725,19.196673636079094,19.245126724243164,6914100,0.022352674968695502,5
58,19.438932187664488,19.574598976845195,19.371099717222233,19.555217742919922,7591100,0.02256575728173439,5
59,19.64243177786461,19.700573632322744,19.564908689155025,19.68119239807129,5247500,0.0227115505378796,5
60,19.71995515049352,19.942833802705458,19.63274144340254,19.836238861083984,5516600,0.02299192359340015,5
61,19.652121772304277,19.76840547753604,19.3710994294512,19.400171279907227,7587200,0.02279005383321702,5
62,19.17729315614302,19.322648715758366,19.07069821655353,19.1676025390625,6192500,0.0222741696698355,5
63,19.574599306280753,19.729645483699922,19.516455603526392,19.68119239807129,6590200,0.022745196034732764,5
64,19.584289183641,19.632742272012226,19.477696085816966,19.48738670349121,4228200,0.02263304780373089,5
65,19.312959520925947,19.40986385057116,19.21605519128073,19.37110137939453,5145700,0.02237510567510814,5
66,19.361409476147674,19.43893256505762,19.312958238690044,19.38079071044922,2751500,0.022408747541568266,5
67,19.332340240478516,19.342029009717695,19.19667344327801,19.332340240478516,4344500,0.022296598912850064,5
68,19.40986389625195,19.468005754857373,19.312959566378673,19.342029571533203,6256900,0.02244239458740749,5
69,19.303268626985243,19.303268626985243,19.148222441089484,19.216054916381836,6151800,0.022251740664287475,5
70,19.03193692226026,19.196673726198814,18.896271971356633,19.186983108520508,6821800,0.022128376027049798,5
71,18.789676295396415,18.886580620119368,18.624939497856275,18.692773818969727,7522600,0.02176949841415122,5
72,18.9156510690248,19.012555386560223,18.702461200787646,18.73153305053711,9226500,0.021915291798716718,5
73,18.89627161038857,18.91565284537495,18.74122542709011,18.789676666259766,11084100,0.021803144343702133,5
74,18.79936695706293,18.84782004368688,18.65401139378361,18.6637020111084,8183300,0.02172463994141529,5
75,18.61525025417539,18.70246396803193,18.576489630403817,18.624940872192383,8544100,0.021556416138858423,5
76,18.82843909159131,18.96410403958173,18.750916000125883,18.818748474121094,11415900,0.021859217982806385,5
77,18.750916044583303,18.847820371218912,18.692774187920453,18.789676666259766,7171000,0.021724640320475358,5
78,19.186982159156805,19.293577100047578,18.964103508472686,19.05131721496582,8476900,0.022240524445724264,5
79,19.012556886623475,19.051317507718124,18.62493958589934,18.63463020324707,13296100,0.021960152059197546,5
80,18.59586972972231,18.634630351124553,18.47958416892302,18.576488494873047,6324200,0.02147791079310024,5
81,18.111349391413203,18.266395568847656,18.05320568865311,18.266395568847656,9561000,0.02105174453187448,5
82,18.091969238563546,18.34391975402832,18.0628973854458,18.34391975402832,9677300,0.021141464986712377,5
83,17.781876513701903,17.917541462310624,17.56868662497813,17.646209716796875,22905000,0.02064800795550634,5
84,17.549307696447165,17.558998314214563,17.142310991698263,17.1713809967041,15028500,0.020233058036958684,5
85,17.239215518223876,17.239215518223876,17.045406857252246,17.08416748046875,12454500,0.01986296633152822,5
86,17.161690333598248,17.268285280461654,17.093857857702023,17.20045280456543,10500900,0.019896609410574133,5
87,17.2779745631573,17.287665180150313,17.13261900485449,17.239213943481445,6074600,0.019919038197290528,5
88,17.239214888291105,17.43302169388453,17.239214888291105,17.374879837036133,7019600,0.020087262506846223,5
89,17.336116844152926,17.365188695848587,16.958192013590565,17.035715103149414,14601600,0.02000875787732164,5
90,16.890359541263603,17.064786954845076,16.85159707233605,17.035715103149414,12687000,0.019661096295660107,5
91,17.00664419125106,17.268285326081717,16.97757418624522,17.1713809967041,8871400,0.01989660946337124,5
92,17.190762186823633,17.46209393870487,17.10354847544382,17.20045280456543,12716500,0.020120908459039865,5
93,17.152000754294882,17.29735631696594,17.10354766787369,17.27797508239746,5967200,0.019930253964356867,5
94,17.190761331439766,17.403949366262346,17.18107071418016,17.30704689025879,8716600,0.020053616458824173,5
95,17.471784864676206,17.70435414969315,17.4524036288507,17.6268310546875,13467900,0.02040128156155413,5
96,17.442710876464844,17.52023396198395,17.307045938880442,17.442710876464844,11553000,0.02018819519440804,5
97,17.578375959342416,17.578375959342416,17.297355465123943,17.38456916809082,13389200,0.02025548421442197,5
98,17.22952470330848,17.307047797151302,16.987264804012618,17.1713809967041,17657700,0.019941470128812606,5
99,17.142310099083584,17.161689485312927,16.725622798264546,16.735313415527344,11374300,0.019773243738271183,5
100,16.454290865051487,16.657790128569236,16.454290865051487,16.522123336791992,13033300,0.019190069863251287,5
101,16.609336666252876,16.648099133966454,16.34769740237099,16.425220489501953,17034100,0.019178854260771018,5
102,15.75658330554271,16.376768026117315,15.543395269919255,15.9988431930542,31702900,0.01886483676608644,5
103,16.241101455263518,16.425219468869887,16.16357837294969,16.289552688598633,16181900,0.018920910692838234,5
104,16.522123430846996,16.851597022573234,16.4349097243138,16.76438331604004,19944700,0.019414366869923934,5
105,16.764384281903492,16.832218606234598,16.599647476549226,16.628719329833984,8832400,0.01939193979992134,5
106,16.628717710962967,16.696550180393963,16.405839069033643,16.512434005737305,10685000,0.019234927728847048,5
107,16.493054723189154,16.57057781860911,16.30893667845561,16.48336410522461,10657300,0.019089137127243146,5
108,16.580266036052194,16.59964542087911,16.357385551729525,16.415529251098633,8845000,0.019122777706510555,5
109,16.42522167200418,16.56088662217626,16.405840436752076,16.44460105895996,7426500,0.01907792129118047,5
110,16.40583972321687,16.42522095762603,16.192649841308594,16.192649841308594,11349100,0.01892091241580866,5
